f: 1    g: 0    h: 1    IIB...C.BHHHC.AAD.....D.EEGGGF.....F
f: 12   g: 10   h: 2    .II.D.HHH.DFAAB..F..B...CEEGGGC.....
f: 12   g: 10   h: 2    ...IIFHHH..FAAB.D.C.B.D.CEEGGG......
f: 12   g: 10   h: 2    ..II.FHHH..FAAB.D.C.B.D.CEEGGG......
f: 12   g: 10   h: 2    .II..FHHH..FAAB.D.C.B.D.CEEGGG......
f: 12   g: 10   h: 2    ...IIFHHH.DFAAB.D...B...CEEGGGC.....
f: 12   g: 10   h: 2    ..II.FHHH.DFAAB.D...B...CEEGGGC.....
f: 12   g: 10   h: 2    .II..FHHH.DFAAB.D...B...CEEGGGC.....
f: 12   g: 10   h: 2    ..B.II..BHHH..AADFC...DFCEEGGG......
f: 12   g: 10   h: 2    ..B.II..BHHH.AA.DFC...DFCEEGGG......
f: 12   g: 10   h: 2    ..B.II..BHHHC.AADFC...DF.EEGGG......
f: 12   g: 10   h: 2    ..B.IIC.BHHHC.AADF....DF.EEGGG......
f: 12   g: 10   h: 2    C.B.IIC.BHHH..AADF....DF.EEGGG......
f: 12   g: 10   h: 2    ..B.II..BHHH.AA.DF....DFCEEGGGC.....
f: 12   g: 10   h: 2    ..BII...BHHH..AADF....DFCEEGGGC.....
f: 12   g: 10   h: 2    ..B.II..BHHHCAA.DFC...DF.EEGGG......
f: 12   g: 10   h: 2    ..B.IIC.BHHHCAA.DF....DF.EEGGG......
f: 12   g: 10   h: 2    C.B.IIC.BHHH.AA.DF....DF.EEGGG......
f: 12   g: 10   h: 2    ..BII...BHHH.AA.DF....DFCEEGGGC.....
f: 12   g: 10   h: 2    ..BII...BHHH..AADFC...DFCEEGGG......
f: 12   g: 10   h: 2    ..BII...BHHH.AA.DFC...DFCEEGGG......
f: 12   g: 10   h: 2    ..BII...BHHHC.AADFC...DF.EEGGG......
f: 12   g: 10   h: 2    ..BII.C.BHHHC.AADF....DF.EEGGG......
f: 12   g: 10   h: 2    C.BII.C.BHHH..AADF....DF.EEGGG......
f: 12   g: 10   h: 2    ..BII...BHHHCAA.DFC...DF.EEGGG......
f: 12   g: 10   h: 2    ..BII.C.BHHHCAA.DF....DF.EEGGG......
f: 12   g: 10   h: 2    C.BII.C.BHHH.AA.DF....DF.EEGGG......
f: 12   g: 10   h: 2    ..IID..HHHDFAAB..FC.B...CEEGGG......
f: 12   g: 10   h: 2    .II.D..HHHDFAAB..FC.B...CEEGGG......
f: 12   g: 10   h: 2    ...IIF.HHHDFAAB.D.C.B...CEEGGG......
f: 12   g: 10   h: 2    ..II.F.HHHDFAAB.D.C.B...CEEGGG......
f: 12   g: 10   h: 2    .II..F.HHHDFAAB.D.C.B...CEEGGG......
f: 12   g: 10   h: 2    ..IID.HHH.DFAAB..FC.B...CEEGGG......
f: 12   g: 10   h: 2    .II.D.HHH.DFAAB..FC.B...CEEGGG......
f: 12   g: 10   h: 2    ...IIFHHH.DFAAB.D.C.B...CEEGGG......
f: 12   g: 10   h: 2    ..II.FHHH.DFAAB.D.C.B...CEEGGG......
f: 12   g: 10   h: 2    .II..FHHH.DFAAB.D.C.B...CEEGGG......
f: 12   g: 11   h: 1    ..IIDF.HHHDFAAB...C.B...CEEGGG......
f: 12   g: 11   h: 1    .II.DF.HHHDFAAB...C.B...CEEGGG......
f: 12   g: 11   h: 1    ..IIDFHHH.DFAAB.....B...CEEGGGC.....
f: 12   g: 11   h: 1    .II.DFHHH.DFAAB.....B...CEEGGGC.....
f: 12   g: 11   h: 1    .II.DF.HHHDFAAB.....B...CEEGGGC.....
f: 12   g: 11   h: 1    ..IIDFHHH.DFAAB...C.B...CEEGGG......
f: 12   g: 11   h: 1    .II.DFHHH.DFAAB...C.B...CEEGGG......
f: 13   g: 10   h: 3    ...II...HHHFAAB.DF..B.D.CEEGGGC.....
f: 13   g: 10   h: 3    ..II....HHHFAAB.DF..B.D.CEEGGGC.....
f: 13   g: 10   h: 3    .II.....HHHFAAB.DF..B.D.CEEGGGC.....
f: 13   g: 10   h: 3    II.....HHHDFAAB.DF..B...CEEGGGC.....
f: 13   g: 10   h: 3    ..II...HHHD.AAB.DF..B..FCEEGGGC.....
f: 13   g: 10   h: 3    .II....HHHD.AAB.DF..B..FCEEGGGC.....
f: 13   g: 10   h: 3    ...II..HHH.FAAB.DF..B.D.CEEGGGC.....
f: 13   g: 10   h: 3    ..II...HHH.FAAB.DF..B.D.CEEGGGC.....
f: 13   g: 10   h: 3    .II....HHH.FAAB.DF..B.D.CEEGGGC.....
f: 13   g: 10   h: 3    II....HHH.DFAAB.DF..B...CEEGGGC.....
f: 13   g: 10   h: 3    ..II..HHH.D.AAB.DF..B..FCEEGGGC.....
f: 13   g: 10   h: 3    .II...HHH.D.AAB.DF..B..FCEEGGGC.....
f: 13   g: 10   h: 3    ...II.HHH..FAAB.DF..B.D.CEEGGGC.....
f: 13   g: 10   h: 3    ..II..HHH..FAAB.DF..B.D.CEEGGGC.....
f: 13   g: 10   h: 3    .II...HHH..FAAB.DF..B.D.CEEGGGC.....
f: 13   g: 10   h: 3    ...II...HHHFAAB.DFC.B.D.CEEGGG......
f: 13   g: 10   h: 3    ..II....HHHFAAB.DFC.B.D.CEEGGG......
f: 13   g: 10   h: 3    .II.....HHHFAAB.DFC.B.D.CEEGGG......
f: 13   g: 10   h: 3    II.....HHHDFAAB.DFC.B...CEEGGG......
f: 13   g: 10   h: 3    ..II...HHHD.AAB.DFC.B..FCEEGGG......
f: 13   g: 10   h: 3    .II....HHHD.AAB.DFC.B..FCEEGGG......
f: 13   g: 10   h: 3    ...II..HHH.FAAB.DFC.B.D.CEEGGG......
f: 13   g: 10   h: 3    ..II...HHH.FAAB.DFC.B.D.CEEGGG......
f: 13   g: 10   h: 3    .II....HHH.FAAB.DFC.B.D.CEEGGG......
f: 13   g: 10   h: 3    II....HHH.DFAAB.DFC.B...CEEGGG......
f: 13   g: 10   h: 3    ..II..HHH.D.AAB.DFC.B..FCEEGGG......
f: 13   g: 10   h: 3    .II...HHH.D.AAB.DFC.B..FCEEGGG......
f: 13   g: 10   h: 3    ...II.HHH..FAAB.DFC.B.D.CEEGGG......
f: 13   g: 10   h: 3    ..II..HHH..FAAB.DFC.B.D.CEEGGG......
f: 13   g: 10   h: 3    .II...HHH..FAAB.DFC.B.D.CEEGGG......
f: 13   g: 11   h: 2    ..II.F.HHHDFAAB.D...B...CEEGGGC.....
f: 13   g: 11   h: 2    ..IID..HHHDFAAB..F..B...CEEGGGC.....
f: 13   g: 11   h: 2    .II..F.HHHDFAAB.D...B...CEEGGGC.....
f: 13   g: 11   h: 2    .II.D..HHHDFAAB..F..B...CEEGGGC.....
f: 13   g: 11   h: 2    ..II.FHHH.DFAAB.D...B...CEEGGGC.....
f: 13   g: 11   h: 2    ..IID.HHH.DFAAB..F..B...CEEGGGC.....
f: 13   g: 11   h: 2    .II..FHHH.DFAAB.D...B...CEEGGGC.....
f: 13   g: 11   h: 2    .II.D.HHH.DFAAB..F..B...CEEGGGC.....
f: 13   g: 11   h: 2    ..II.F.HHHDFAAB.D.C.B...CEEGGG......
f: 13   g: 11   h: 2    ..IID..HHHDFAAB..FC.B...CEEGGG......
f: 13   g: 11   h: 2    .II..F.HHHDFAAB.D.C.B...CEEGGG......
f: 13   g: 11   h: 2    .II.D..HHHDFAAB..FC.B...CEEGGG......
f: 13   g: 11   h: 2    ..II.FHHH.DFAAB.D.C.B...CEEGGG......
f: 13   g: 11   h: 2    ..IID.HHH.DFAAB..FC.B...CEEGGG......
f: 13   g: 11   h: 2    .II..FHHH.DFAAB.D.C.B...CEEGGG......
f: 13   g: 11   h: 2    .II.D.HHH.DFAAB..FC.B...CEEGGG......
f: 13   g: 10   h: 3    ....II..HHHFAAB.DF..B.D.CEEGGGC.....
f: 13   g: 10   h: 3    ....II.HHHD.AAB.DF..B..FCEEGGGC.....
f: 13   g: 10   h: 3    ...II..HHHD.AAB.DF..B..FCEEGGGC.....
f: 13   g: 10   h: 3    ....II.HHH.FAAB.DF..B.D.CEEGGGC.....
f: 13   g: 10   h: 3    ....IIHHH.D.AAB.DF..B..FCEEGGGC.....
f: 13   g: 10   h: 3    ...II.HHH.D.AAB.DF..B..FCEEGGGC.....
f: 13   g: 10   h: 3    ....IIHHH..FAAB.DF..B.D.CEEGGGC.....
f: 13   g: 10   h: 3    ....II..HHHFAAB.DFC.B.D.CEEGGG......
f: 13   g: 10   h: 3    ....II.HHHD.AAB.DFC.B..FCEEGGG......
f: 13   g: 10   h: 3    ...II..HHHD.AAB.DFC.B..FCEEGGG......
f: 13   g: 10   h: 3    ....II.HHH.FAAB.DFC.B.D.CEEGGG......
f: 13   g: 10   h: 3    ....IIHHH.D.AAB.DFC.B..FCEEGGG......
f: 13   g: 10   h: 3    ...II.HHH.D.AAB.DFC.B..FCEEGGG......
f: 13   g: 10   h: 3    ....IIHHH..FAAB.DFC.B.D.CEEGGG......
f: 13   g: 11   h: 2    ...IIF.HHHDFAAB.D...B...CEEGGGC.....
f: 13   g: 11   h: 2    ...IIFHHH.DFAAB.D...B...CEEGGGC.....
f: 13   g: 11   h: 2    ...IIF.HHHDFAAB.D.C.B...CEEGGG......
f: 13   g: 11   h: 2    ...IIFHHH.DFAAB.D.C.B...CEEGGG......
f: 13   g: 10   h: 3    ....II.HHHDFAAB.DF..B...CEEGGGC.....
f: 13   g: 10   h: 3    ...II..HHHDFAAB.DF..B...CEEGGGC.....
f: 13   g: 10   h: 3    ..II...HHHDFAAB.DF..B...CEEGGGC.....
f: 13   g: 10   h: 3    .II....HHHDFAAB.DF..B...CEEGGGC.....
f: 13   g: 10   h: 3    ....IIHHH.DFAAB.DF..B...CEEGGGC.....
f: 13   g: 10   h: 3    ...II.HHH.DFAAB.DF..B...CEEGGGC.....
f: 13   g: 10   h: 3    ..II..HHH.DFAAB.DF..B...CEEGGGC.....
f: 13   g: 10   h: 3    .II...HHH.DFAAB.DF..B...CEEGGGC.....
f: 13   g: 10   h: 3    ....II.HHHDFAAB.DFC.B...CEEGGG......
f: 13   g: 10   h: 3    ...II..HHHDFAAB.DFC.B...CEEGGG......
f: 13   g: 10   h: 3    ..II...HHHDFAAB.DFC.B...CEEGGG......
f: 13   g: 10   h: 3    .II....HHHDFAAB.DFC.B...CEEGGG......
f: 13   g: 10   h: 3    ....IIHHH.DFAAB.DFC.B...CEEGGG......
f: 13   g: 10   h: 3    ...II.HHH.DFAAB.DFC.B...CEEGGG......
f: 13   g: 10   h: 3    ..II..HHH.DFAAB.DFC.B...CEEGGG......
f: 13   g: 10   h: 3    .II...HHH.DFAAB.DFC.B...CEEGGG......
f: 13   g: 11   h: 2    ..B.II..BHHHC.AADFC...DF.EEGGG......
f: 13   g: 11   h: 2    ..B.IIC.BHHHC.AADF....DF.EEGGG......
f: 13   g: 11   h: 2    C.B.IIC.BHHH..AADF....DF.EEGGG......
f: 13   g: 11   h: 2    ..B.II..BHHHCAA.DFC...DF.EEGGG......
f: 13   g: 11   h: 2    ..B.IIC.BHHHCAA.DF....DF.EEGGG......
f: 13   g: 11   h: 2    C.B.IIC.BHHH.AA.DF....DF.EEGGG......
f: 13   g: 11   h: 2    ..B.II..BHHHC.AADFC...DFEE.GGG......
f: 13   g: 11   h: 2    ..BII...BHHHC.AADFC...DF.EEGGG......
f: 13   g: 11   h: 2    ..B.IIC.BHHHC.AADF....DFEE.GGG......
f: 13   g: 11   h: 2    ..BII.C.BHHHC.AADF....DF.EEGGG......
f: 13   g: 11   h: 2    C.B.IIC.BHHHAA..DF....DF.EEGGG......
f: 13   g: 11   h: 2    C.B.IIC.BHHH..AADF....DFEE.GGG......
f: 13   g: 11   h: 2    C.BII.C.BHHH..AADF....DF.EEGGG......
f: 13   g: 11   h: 2    ..B.II..BHHHCAA.DFC...DFEE.GGG......
f: 13   g: 11   h: 2    ..BII...BHHHCAA.DFC...DF.EEGGG......
f: 13   g: 11   h: 2    ..B.IIC.BHHHCAA.DF....DFEE.GGG......
f: 13   g: 11   h: 2    ..BII.C.BHHHCAA.DF....DF.EEGGG......
f: 13   g: 11   h: 2    C.B.IIC.BHHH.AA.DF....DFEE.GGG......
f: 13   g: 11   h: 2    C.BII.C.BHHH.AA.DF....DF.EEGGG......
f: 13   g: 11   h: 2    ..BII...BHHHC.AADFC...DFEE.GGG......
f: 13   g: 11   h: 2    ..BII.C.BHHHC.AADF....DFEE.GGG......
f: 13   g: 11   h: 2    C.BII.C.BHHHAA..DF....DF.EEGGG......
f: 13   g: 11   h: 2    C.BII.C.BHHH..AADF....DFEE.GGG......
f: 13   g: 11   h: 2    ..BII...BHHHCAA.DFC...DFEE.GGG......
f: 13   g: 11   h: 2    ..BII.C.BHHHCAA.DF....DFEE.GGG......
f: 13   g: 11   h: 2    C.BII.C.BHHH.AA.DF....DFEE.GGG......
f: 14   g: 11   h: 3    II.....HHHDFAAB.DF..B...CEEGGGC.....
f: 14   g: 11   h: 3    II....HHH.DFAAB.DF..B...CEEGGGC.....
f: 14   g: 11   h: 3    II.....HHHDFAAB.DFC.B...CEEGGG......
f: 14   g: 11   h: 3    II....HHH.DFAAB.DFC.B...CEEGGG......
f: 14   g: 11   h: 3    ..II...HHHDFAAB.DF..B...CEEGGGC.....
f: 14   g: 11   h: 3    .II....HHHDFAAB.DF..B...CEEGGGC.....
f: 14   g: 11   h: 3    ...II..HHHDFAAB.DF..B...CEEGGGC.....
f: 14   g: 11   h: 3    ..II..HHH.DFAAB.DF..B...CEEGGGC.....
f: 14   g: 11   h: 3    .II...HHH.DFAAB.DF..B...CEEGGGC.....
f: 14   g: 11   h: 3    ...II.HHH.DFAAB.DF..B...CEEGGGC.....
f: 14   g: 11   h: 3    ..II...HHHDFAAB.DFC.B...CEEGGG......
f: 14   g: 11   h: 3    .II....HHHDFAAB.DFC.B...CEEGGG......
f: 14   g: 11   h: 3    ...II..HHHDFAAB.DFC.B...CEEGGG......
f: 14   g: 11   h: 3    ..II..HHH.DFAAB.DFC.B...CEEGGG......
f: 14   g: 11   h: 3    .II...HHH.DFAAB.DFC.B...CEEGGG......
f: 14   g: 11   h: 3    ...II.HHH.DFAAB.DFC.B...CEEGGG......
f: 14   g: 11   h: 3    ....II.HHHDFAAB.DF..B...CEEGGGC.....
f: 14   g: 11   h: 3    ....IIHHH.DFAAB.DF..B...CEEGGGC.....
f: 14   g: 11   h: 3    ....II.HHHDFAAB.DFC.B...CEEGGG......
f: 14   g: 11   h: 3    ....IIHHH.DFAAB.DFC.B...CEEGGG......
f: 14   g: 12   h: 2    ..B.II..BHHHC.AADFC...DFEE.GGG......
f: 14   g: 12   h: 2    ..B.IIC.BHHHC.AADF....DFEE.GGG......
f: 14   g: 12   h: 2    C.B.IIC.BHHHAA..DF....DF.EEGGG......
f: 14   g: 12   h: 2    C.B.IIC.BHHH..AADF....DFEE.GGG......
f: 14   g: 12   h: 2    ..B.II..BHHHCAA.DFC...DFEE.GGG......
f: 14   g: 12   h: 2    ..B.IIC.BHHHCAA.DF....DFEE.GGG......
f: 14   g: 12   h: 2    C.B.IIC.BHHH.AA.DF....DFEE.GGG......
f: 14   g: 12   h: 2    ..B.II..BHHHC.AADFC...DFEEGGG.......
f: 14   g: 12   h: 2    ..BII...BHHHC.AADFC...DFEE.GGG......
f: 14   g: 12   h: 2    ..B.IIC.BHHHC.AADF....DFEEGGG.......
f: 14   g: 12   h: 2    ..BII.C.BHHHC.AADF....DFEE.GGG......
f: 14   g: 12   h: 2    C.B.IIC.BHHHAA..DF....DFEE.GGG......
f: 14   g: 12   h: 2    C.BII.C.BHHHAA..DF....DF.EEGGG......
f: 14   g: 12   h: 2    C.B.IIC.BHHH..AADF....DFEEGGG.......
f: 14   g: 12   h: 2    C.BII.C.BHHH..AADF....DFEE.GGG......
f: 14   g: 12   h: 2    ..B.II..BHHHCAA.DFC...DFEEGGG.......
f: 14   g: 12   h: 2    ..BII...BHHHCAA.DFC...DFEE.GGG......
f: 14   g: 12   h: 2    ..B.IIC.BHHHCAA.DF....DFEEGGG.......
f: 14   g: 12   h: 2    ..BII.C.BHHHCAA.DF....DFEE.GGG......
f: 14   g: 12   h: 2    C.B.IIC.BHHH.AA.DF....DFEEGGG.......
f: 14   g: 12   h: 2    C.BII.C.BHHH.AA.DF....DFEE.GGG......
f: 14   g: 12   h: 2    ..BII...BHHHC.AADFC...DFEEGGG.......
f: 14   g: 12   h: 2    ..BII.C.BHHHC.AADF....DFEEGGG.......
f: 14   g: 12   h: 2    C.BII.C.BHHHAA..DF....DFEE.GGG......
f: 14   g: 12   h: 2    C.BII.C.BHHH..AADF....DFEEGGG.......
f: 14   g: 12   h: 2    ..BII...BHHHCAA.DFC...DFEEGGG.......
f: 14   g: 12   h: 2    ..BII.C.BHHHCAA.DF....DFEEGGG.......
f: 14   g: 12   h: 2    C.BII.C.BHHH.AA.DF....DFEEGGG.......
f: 14   g: 13   h: 1    ..B.II..BHHHC.AAD.C...D.EEGGGF.....F
f: 14   g: 13   h: 1    ..B.II..BHHHC.AAD.C...DFEEGGGF......
f: 14   g: 13   h: 1    ..B.IIC.BHHHC.AAD.....D.EEGGGF.....F
f: 14   g: 13   h: 1    ..B.IIC.BHHHC.AAD.....DFEEGGGF......
f: 14   g: 13   h: 1    C.B.IIC.BHHH..AAD.....D.EEGGGF.....F
f: 14   g: 13   h: 1    C.B.IIC.BHHH..AAD.....DFEEGGGF......
f: 14   g: 13   h: 1    ..B.II..BHHHCAA.D.C...D.EEGGGF.....F
f: 14   g: 13   h: 1    ..B.II..BHHHCAA.D.C...DFEEGGGF......
f: 14   g: 13   h: 1    ..B.IIC.BHHHCAA.D.....D.EEGGGF.....F
f: 14   g: 13   h: 1    ..B.IIC.BHHHCAA.D.....DFEEGGGF......
f: 14   g: 13   h: 1    C.B.IIC.BHHH.AA.D.....D.EEGGGF.....F
f: 14   g: 13   h: 1    C.B.IIC.BHHH.AA.D.....DFEEGGGF......
f: 14   g: 13   h: 1    ..BII...BHHHC.AAD.C...D.EEGGGF.....F
f: 14   g: 13   h: 1    ..BII...BHHHC.AAD.C...DFEEGGGF......
f: 14   g: 13   h: 1    ..BII.C.BHHHC.AAD.....D.EEGGGF.....F
f: 14   g: 13   h: 1    ..BII.C.BHHHC.AAD.....DFEEGGGF......
f: 14   g: 13   h: 1    C.BII.C.BHHH..AAD.....D.EEGGGF.....F
f: 14   g: 13   h: 1    C.BII.C.BHHH..AAD.....DFEEGGGF......
f: 14   g: 13   h: 1    ..BII...BHHHCAA.D.C...D.EEGGGF.....F
f: 14   g: 13   h: 1    ..BII...BHHHCAA.D.C...DFEEGGGF......
f: 14   g: 13   h: 1    ..BII.C.BHHHCAA.D.....D.EEGGGF.....F
f: 14   g: 13   h: 1    ..BII.C.BHHHCAA.D.....DFEEGGGF......
f: 14   g: 13   h: 1    C.BII.C.BHHH.AA.D.....D.EEGGGF.....F
f: 14   g: 13   h: 1    C.BII.C.BHHH.AA.D.....DFEEGGGF......
f: 15   g: 12   h: 3    ..II...HHHDFAAB.DF..B...CEEGGGC.....
f: 15   g: 12   h: 3    .II....HHHDFAAB.DF..B...CEEGGGC.....
f: 15   g: 12   h: 3    ..II..HHH.DFAAB.DF..B...CEEGGGC.....
f: 15   g: 12   h: 3    .II...HHH.DFAAB.DF..B...CEEGGGC.....
f: 15   g: 12   h: 3    ..II...HHHDFAAB.DFC.B...CEEGGG......
f: 15   g: 12   h: 3    .II....HHHDFAAB.DFC.B...CEEGGG......
f: 15   g: 12   h: 3    ..II..HHH.DFAAB.DFC.B...CEEGGG......
f: 15   g: 12   h: 3    .II...HHH.DFAAB.DFC.B...CEEGGG......
f: 15   g: 12   h: 3    ...II..HHHDFAAB.DF..B...CEEGGGC.....
f: 15   g: 12   h: 3    ...II.HHH.DFAAB.DF..B...CEEGGGC.....
f: 15   g: 12   h: 3    ...II..HHHDFAAB.DFC.B...CEEGGG......
f: 15   g: 12   h: 3    ...II.HHH.DFAAB.DFC.B...CEEGGG......
f: 15   g: 12   h: 3    C...IIC..HHHAAB.DF..B.DF.EEGGG......
f: 15   g: 12   h: 3    C...IIC.BHHHAAB.DF....DF.EEGGG......
f: 15   g: 12   h: 3    C..II.C..HHHAAB.DF..B.DF.EEGGG......
f: 15   g: 12   h: 3    C..II.C.BHHHAAB.DF....DF.EEGGG......
f: 15   g: 13   h: 2    ..B.II..BHHHC.AADFC...DFEEGGG.......
f: 15   g: 13   h: 2    ..B.IIC.BHHHC.AADF....DFEEGGG.......
f: 15   g: 13   h: 2    C.B.IIC.BHHHAA..DF....DFEE.GGG......
f: 15   g: 13   h: 2    C.B.IIC.BHHH..AADF....DFEEGGG.......
f: 15   g: 13   h: 2    ..B.II..BHHHCAA.DFC...DFEEGGG.......
f: 15   g: 13   h: 2    ..B.IIC.BHHHCAA.DF....DFEEGGG.......
f: 15   g: 13   h: 2    C.B.IIC.BHHH.AA.DF....DFEEGGG.......
f: 15   g: 13   h: 2    ..BII...BHHHC.AADFC...DFEEGGG.......
f: 15   g: 13   h: 2    ..BII.C.BHHHC.AADF....DFEEGGG.......
f: 15   g: 13   h: 2    C.B.IIC.BHHHAA..DF....DFEEGGG.......
f: 15   g: 13   h: 2    C.BII.C.BHHHAA..DF....DFEE.GGG......
f: 15   g: 13   h: 2    C...IIC..HHHAA..DF....DFEEBGGG..B...
f: 15   g: 13   h: 2    C...IIC..HHHAA..DF..B.DFEEBGGG......
f: 15   g: 13   h: 2    C.BII.C.BHHH..AADF....DFEEGGG.......
f: 15   g: 13   h: 2    ..BII...BHHHCAA.DFC...DFEEGGG.......
f: 15   g: 13   h: 2    ..BII.C.BHHHCAA.DF....DFEEGGG.......
f: 15   g: 13   h: 2    C.BII.C.BHHH.AA.DF....DFEEGGG.......
f: 15   g: 13   h: 2    C.BII.C.BHHHAA..DF....DFEEGGG.......
f: 15   g: 13   h: 2    C..II.C..HHHAA..DF....DFEEBGGG..B...
f: 15   g: 13   h: 2    C..II.C..HHHAA..DF..B.DFEEBGGG......
f: 15   g: 14   h: 1    ..B.IIC.BHHHC.AAD.....D.EEGGGF.....F
f: 15   g: 14   h: 1    C.B.IIC.BHHH..AAD.....D.EEGGGF.....F
f: 15   g: 14   h: 1    ..B.II..BHHHCAA.D.C...D.EEGGGF.....F
f: 15   g: 14   h: 1    ..B.II..BHHHC.AAD.C...DFEEGGGF......
f: 15   g: 14   h: 1    ..BII...BHHHC.AAD.C...D.EEGGGF.....F
f: 15   g: 14   h: 1    ..B.IIC.BHHHC.AAD.....DFEEGGGF......
f: 15   g: 14   h: 1    C.B.IIC.BHHH..AAD.....DFEEGGGF......
f: 15   g: 14   h: 1    ..B.II..BHHHCAA.D.C...DFEEGGGF......
f: 15   g: 14   h: 1    ..BII...BHHHC.AAD.C...DFEEGGGF......
f: 15   g: 14   h: 1    ..B.IIC.BHHHCAA.D.....D.EEGGGF.....F
f: 15   g: 14   h: 1    ..BII.C.BHHHC.AAD.....D.EEGGGF.....F
f: 15   g: 14   h: 1    ..B.IIC.BHHHCAA.D.....DFEEGGGF......
f: 15   g: 14   h: 1    ..BII.C.BHHHC.AAD.....DFEEGGGF......
f: 15   g: 14   h: 1    C.B.IIC.BHHH.AA.D.....D.EEGGGF.....F
f: 15   g: 14   h: 1    C.B.IIC.BHHHAA..D.....D.EEGGGF.....F
f: 15   g: 14   h: 1    C.BII.C.BHHH..AAD.....D.EEGGGF.....F
f: 15   g: 14   h: 1    C.B.IIC.BHHH.AA.D.....DFEEGGGF......
f: 15   g: 14   h: 1    C.B.IIC.BHHHAA..D.....DFEEGGGF......
f: 15   g: 14   h: 1    C.BII.C.BHHH..AAD.....DFEEGGGF......
f: 15   g: 14   h: 1    ..BII...BHHHCAA.D.C...D.EEGGGF.....F
f: 15   g: 14   h: 1    ..BII...BHHHCAA.D.C...DFEEGGGF......
f: 15   g: 14   h: 1    ..BII.C.BHHHCAA.D.....D.EEGGGF.....F
f: 15   g: 14   h: 1    ..BII.C.BHHHCAA.D.....DFEEGGGF......
f: 15   g: 14   h: 1    C.BII.C.BHHH.AA.D.....D.EEGGGF.....F
f: 15   g: 14   h: 1    C.BII.C.BHHH.AA.D.....DFEEGGGF......
f: 15   g: 14   h: 1    C.BII.C.BHHHAA..D.....D.EEGGGF.....F
f: 15   g: 14   h: 1    C.BII.C.BHHHAA..D.....DFEEGGGF......
f: 16   g: 13   h: 3    C...IIC..HHHAAB.DF..B.DF.EEGGG......
f: 16   g: 13   h: 3    C...IIC.BHHHAAB.DF....DF.EEGGG......
f: 16   g: 13   h: 3    C...IIC..HHHAAB.DF..B.DFEE.GGG......
f: 16   g: 13   h: 3    C...IIC.BHHHAAB.DF....DFEE.GGG......
f: 16   g: 13   h: 3    C..II.C..HHHAAB.DF..B.DF.EEGGG......
f: 16   g: 13   h: 3    C..II.C.BHHHAAB.DF....DF.EEGGG......
f: 16   g: 13   h: 3    C..II.C..HHHAAB.DF..B.DFEE.GGG......
f: 16   g: 13   h: 3    C..II.C.BHHHAAB.DF....DFEE.GGG......
f: 16   g: 13   h: 3    C...IIC.HHH.AAB.DF..B.DF.EEGGG......
f: 16   g: 13   h: 3    C...IICHHH..AAB.DF..B.DF.EEGGG......
f: 16   g: 13   h: 3    C.II..C..HHHAAB.DF..B.DF.EEGGG......
f: 16   g: 13   h: 3    CII...C..HHHAAB.DF..B.DF.EEGGG......
f: 16   g: 13   h: 3    C.II..C.BHHHAAB.DF....DF.EEGGG......
f: 16   g: 13   h: 3    CII...C.BHHHAAB.DF....DF.EEGGG......
f: 16   g: 13   h: 3    C..II.C.HHH.AAB.DF..B.DF.EEGGG......
f: 16   g: 13   h: 3    C..II.CHHH..AAB.DF..B.DF.EEGGG......
f: 16   g: 14   h: 2    C.B.IIC.BHHHAA..DF....DFEEGGG.......
f: 16   g: 14   h: 2    C...IIC..HHHAA..DF....DFEEBGGG..B...
f: 16   g: 14   h: 2    C...IIC..HHHAA..DF..B.DFEEBGGG......
f: 16   g: 14   h: 2    C.BII.C.BHHHAA..DF....DFEEGGG.......
f: 16   g: 14   h: 2    C..II.C..HHHAA..DF....DFEEBGGG..B...
f: 16   g: 14   h: 2    C..II.C..HHHAA..DF..B.DFEEBGGG......
f: 16   g: 14   h: 2    C...IIC..HHH..AADF....DFEEBGGG..B...
f: 16   g: 14   h: 2    C...IIC..HHH.AA.DF....DFEEBGGG..B...
f: 16   g: 14   h: 2    C...IIC.HHH.AA..DF....DFEEBGGG..B...
f: 16   g: 14   h: 2    C...IICHHH..AA..DF....DFEEBGGG..B...
f: 16   g: 14   h: 2    C.II..C..HHHAA..DF....DFEEBGGG..B...
f: 16   g: 14   h: 2    CII...C..HHHAA..DF....DFEEBGGG..B...
f: 16   g: 14   h: 2    C...IIC..HHH..AADF..B.DFEEBGGG......
f: 16   g: 14   h: 2    C...IIC..HHH.AA.DF..B.DFEEBGGG......
f: 16   g: 14   h: 2    C...IIC.HHH.AA..DF..B.DFEEBGGG......
f: 16   g: 14   h: 2    C...IICHHH..AA..DF..B.DFEEBGGG......
f: 16   g: 14   h: 2    C.II..C..HHHAA..DF..B.DFEEBGGG......
f: 16   g: 14   h: 2    CII...C..HHHAA..DF..B.DFEEBGGG......
f: 16   g: 14   h: 2    C..II.C..HHH..AADF....DFEEBGGG..B...
f: 16   g: 14   h: 2    C..II.C..HHH.AA.DF....DFEEBGGG..B...
f: 16   g: 14   h: 2    C..II.C.HHH.AA..DF....DFEEBGGG..B...
f: 16   g: 14   h: 2    C..II.CHHH..AA..DF....DFEEBGGG..B...
f: 16   g: 14   h: 2    C..II.C..HHH..AADF..B.DFEEBGGG......
f: 16   g: 14   h: 2    C..II.C..HHH.AA.DF..B.DFEEBGGG......
